0,0,0,50,51,52,53,54,0,22,20,0,21,23,27,28,26,24,44,0,0,38,0,43,45,0,40,17,0,15,0,13,18,11,0,19,32,31,0,30,36,34,33,35,37,62,63,0,57,60,56,0,64,58,1,0,75,0,0,77,76,78,79,2,0,0,6,3,4,0,8,7,0,71,0,65,0,67,0,68,70
20,21,22,23,24,0,26,0,28,76,74,0,0,77,81,0,80,78,17,15,0,11,19,16,18,0,13,71,66,69,68,0,72,0,70,73,5,4,0,3,9,7,6,8,0,0,36,0,30,0,29,34,37,31,55,53,0,0,54,0,49,51,52,0,63,59,0,57,0,0,62,0,45,44,46,38,39,0,42,0,43
38,39,0,41,42,43,44,0,46,0,11,16,12,14,18,0,0,15,35,33,30,0,37,34,36,32,31,0,0,6,0,4,9,2,7,0,0,22,20,21,27,25,24,26,28,53,54,0,48,0,47,52,55,49,73,71,66,0,72,68,0,69,70,74,81,0,0,75,76,1,80,0,0,0,64,56,57,58,0,59,61
11,0,13,14,15,16,17,0,19,0,65,0,66,68,72,0,71,69,0,6,3,2,10,7,9,0,4,0,57,60,59,58,63,56,61,64,77,76,74,75,81,79,78,80,1,0,27,23,0,0,20,25,0,0,46,0,0,38,45,0,40,42,0,47,54,50,51,48,0,0,0,52,36,35,37,29,30,0,0,32,0
0,30,0,32,33,34,35,36,37,4,2,7,3,0,0,10,8,6,26,0,0,20,28,25,27,0,22,80,75,78,77,0,0,74,0,1,14,0,11,12,0,16,0,0,0,44,45,41,39,42,38,0,0,40,64,62,57,0,0,59,58,60,61,65,72,0,0,66,67,73,0,0,0,53,0,47,48,49,51,0,52
0,3,4,0,6,0,8,9,0,0,56,0,0,59,63,64,62,60,80,78,75,0,1,0,81,0,0,53,48,51,50,49,54,47,52,55,68,0,65,66,72,70,69,0,0,0,18,14,0,15,11,16,19,0,37,35,30,0,36,32,0,33,34,38,0,41,42,39,40,46,44,43,0,0,28,20,21,22,24,23,0
65,0,67,68,69,70,71,72,73,40,0,0,39,41,45,0,0,0,0,60,57,56,0,61,63,0,58,35,0,33,32,31,36,29,34,37,50,0,47,48,54,52,51,53,55,0,81,77,0,0,74,79,1,76,0,17,12,11,18,14,13,15,16,20,27,23,24,21,22,28,26,0,0,0,10,2,3,4,6,0,0
74,75,76,77,0,79,80,0,1,0,47,0,48,0,54,55,0,0,71,69,0,65,73,70,72,0,0,0,39,0,0,0,45,38,0,0,59,58,56,57,63,61,60,62,64,0,9,0,3,6,2,7,10,4,28,26,21,20,27,0,22,24,25,29,36,32,0,30,31,37,35,34,18,0,19,11,12,13,0,14,16
56,57,0,0,60,61,0,63,64,31,0,0,30,32,36,37,35,33,53,0,48,47,0,0,0,0,0,26,21,0,23,22,27,0,25,28,0,40,38,39,45,43,42,0,46,71,72,0,66,0,65,0,73,67,10,8,3,2,9,5,0,0,7,11,18,14,15,12,0,19,17,16,0,80,1,74,0,76,78,77,79
0,0,30,31,32,33,34,35,36,0,1,6,2,0,0,9,0,5,25,23,20,0,27,24,26,22,0,79,74,77,76,75,0,0,78,0,13,0,10,11,17,0,14,16,18,43,44,40,38,41,37,42,45,39,63,61,0,0,62,58,57,59,60,64,71,67,68,65,66,0,0,0,53,52,0,46,47,0,50,0,51
0,0,0,22,0,0,25,26,0,75,73,78,74,0,0,0,79,77,16,0,11,10,0,0,0,0,12,70,65,68,0,66,71,64,69,72,4,3,1,0,8,0,5,7,9,34,35,0,29,0,28,33,0,0,54,52,47,0,53,49,48,50,51,55,62,0,0,0,57,63,61,60,44,43,0,37,38,0,41,40,42
