24,1,2,3,0,16,14,18,0,0,8,0,5,0,0,9,10,12,11,0,0,0,20,0,0
14,16,17,18,15,0,0,0,0,7,23,0,0,21,22,0,25,2,1,0,0,0,10,11,9
9,0,12,13,10,1,24,3,0,0,0,14,0,16,17,19,0,0,21,23,0,7,5,6,0
0,21,0,0,0,0,9,13,0,12,3,0,0,1,2,4,5,7,0,8,18,17,0,16,14
0,6,0,8,5,21,19,0,0,0,0,9,0,0,0,14,15,17,0,18,3,2,25,1,24
3,0,6,7,4,20,0,22,19,0,12,8,9,10,0,0,0,16,15,17,0,0,24,25,23
13,15,0,17,14,0,3,7,4,6,22,18,19,20,21,0,0,1,0,0,12,0,9,0,8
18,0,0,22,0,0,0,12,0,11,0,23,24,25,1,0,4,6,0,7,17,0,0,15,0
8,0,11,0,9,0,0,2,24,0,0,0,14,0,16,18,19,21,20,22,7,6,4,5,3
23,0,0,0,24,0,0,0,0,16,7,3,4,0,0,8,9,11,0,0,22,21,19,20,18
0,19,0,0,18,9,0,0,0,0,1,0,23,24,25,2,0,0,0,6,16,0,0,0,0
22,0,25,1,0,14,12,16,0,15,0,0,3,4,5,0,8,0,0,11,21,0,0,19,17
7,0,10,11,8,24,0,0,23,25,16,12,13,14,0,0,0,20,0,21,6,0,3,4,0
0,0,0,6,3,0,0,21,0,20,11,7,8,9,0,12,0,0,0,16,1,25,23,24,22
12,14,15,16,13,4,2,0,0,5,0,0,18,0,0,0,0,0,0,0,11,0,0,9,7
0,8,0,0,0,23,21,0,22,0,0,11,0,13,14,16,17,19,18,0,5,4,0,3,1
11,0,14,0,12,3,0,5,2,4,0,16,0,0,0,0,22,0,23,25,10,9,0,0,0
21,23,24,25,22,0,11,15,0,14,0,1,0,3,4,0,7,0,0,10,20,0,0,0,16
0,18,19,20,17,8,6,10,7,9,25,21,22,23,24,1,2,0,3,0,0,14,0,0,0
0,0,4,5,2,0,16,0,0,19,10,0,7,8,9,11,0,0,13,15,25,24,22,0,21
0,2,0,0,0,17,15,0,0,18,0,5,6,0,0,10,11,13,12,0,0,23,21,0,0
0,0,0,14,0,2,25,0,1,3,0,15,16,17,18,20,21,23,22,0,9,8,6,7,0
5,0,8,9,6,0,20,24,21,23,14,0,11,0,13,0,0,18,17,0,4,3,0,2,0
20,22,23,24,0,12,0,14,11,0,4,25,1,0,0,0,0,8,7,9,0,18,16,17,15
15,0,0,19,0,0,0,9,0,0,24,20,0,0,0,25,1,3,2,4,14,0,11,12,0
