36,35,0,38,0,42,39,0,37,34,0,48,43,0,45,50,0,44,51,0,0,56,0,0,60,55,58,57,62,0,1,0,95,2,0,98,96,94,100,93,0,0,78,79,82,77,76,74,81,75,8,7,9,6,3,0,12,11,4,5,30,26,32,0,31,27,28,23,25,29,0,84,91,85,87,92,88,0,83,0,72,70,68,0,67,0,0,63,69,0,17,18,21,14,0,20,16,0,15,19
26,25,0,28,31,32,0,23,27,0,42,38,0,39,0,40,36,34,0,37,51,46,44,49,50,0,48,47,52,0,91,89,0,92,87,88,86,0,90,83,0,63,68,69,72,0,66,64,71,65,0,0,99,96,93,0,2,1,94,95,20,16,22,0,0,17,0,13,15,19,0,74,81,75,77,82,78,76,73,79,62,0,58,55,57,56,0,53,59,61,7,8,0,4,12,10,6,0,0,9
16,15,0,0,21,22,19,13,17,14,0,0,0,29,0,0,0,24,0,0,0,0,34,39,40,35,38,37,42,33,0,0,0,82,77,78,76,74,80,73,60,53,58,0,62,57,56,54,61,55,88,87,0,0,0,0,92,91,84,0,10,0,12,4,11,7,8,3,5,9,70,64,71,65,67,72,68,66,63,0,52,50,48,45,47,46,44,43,49,51,97,98,0,94,2,0,96,0,95,99
6,5,10,0,0,0,9,3,0,4,22,18,13,19,15,20,0,14,21,17,31,26,24,29,30,25,28,27,32,23,71,69,65,72,67,0,66,64,70,63,50,43,48,49,0,0,46,0,51,0,78,77,79,76,73,80,0,81,74,75,0,0,2,0,0,97,98,93,0,99,60,0,0,55,57,62,58,56,53,59,42,40,38,0,37,36,34,0,39,41,87,88,91,84,92,90,0,83,85,89
96,0,100,0,0,2,0,93,97,94,12,8,0,0,0,0,6,0,11,0,0,16,14,19,20,15,0,17,22,13,0,59,55,62,0,58,56,54,60,53,40,33,38,39,0,37,36,0,41,35,68,67,69,66,63,70,0,71,64,65,0,86,92,84,91,87,88,0,0,89,50,44,51,45,47,52,0,46,0,49,32,30,28,25,0,26,24,23,0,31,77,0,81,74,82,0,76,73,0,0
0,85,90,88,91,92,89,0,87,84,2,98,93,99,95,100,96,94,0,97,0,6,4,9,10,5,0,7,12,3,51,0,45,52,0,48,0,44,50,43,30,0,28,29,32,27,0,24,31,0,58,57,59,56,53,0,62,61,0,55,80,76,82,74,81,0,78,73,0,79,40,34,0,35,37,42,38,36,33,0,22,0,18,15,17,16,14,13,19,21,67,68,71,0,72,0,0,0,0,0
0,75,80,78,81,82,79,73,77,0,92,88,83,89,0,90,0,84,91,87,1,96,94,99,100,95,0,0,2,0,41,39,35,42,37,0,36,34,40,33,20,13,18,19,22,17,16,14,21,0,48,47,49,46,0,50,52,51,44,45,70,0,72,64,71,67,68,63,65,0,0,24,0,25,27,0,0,26,23,0,12,10,0,0,7,6,4,3,9,0,57,58,61,54,62,60,56,53,55,59
66,65,70,68,71,72,69,63,67,64,82,0,73,79,75,80,76,74,81,0,91,0,84,89,90,85,88,87,0,0,31,0,25,32,27,0,26,24,30,23,10,0,8,9,0,7,6,4,11,5,0,37,0,36,33,40,42,0,0,35,60,0,0,54,61,0,0,0,0,59,20,0,21,15,0,22,18,16,0,0,2,0,0,95,0,96,94,0,99,0,47,48,51,0,0,0,46,43,0,0
56,55,0,58,61,62,59,53,57,54,72,0,0,69,0,70,66,0,0,67,0,76,74,0,80,0,0,0,82,73,21,19,15,22,17,0,16,0,20,0,100,0,98,99,2,97,96,0,1,0,28,0,29,26,23,30,32,31,24,25,0,46,52,44,0,47,48,0,45,0,10,0,0,5,0,12,0,6,3,0,92,90,88,85,87,86,0,83,89,91,37,0,41,34,42,40,36,33,35,39
46,45,50,48,0,52,49,43,0,0,62,58,53,59,55,60,56,54,61,57,71,0,64,0,70,65,68,67,72,0,11,9,5,12,7,0,0,0,10,3,90,83,88,89,92,0,0,84,91,85,18,17,19,0,13,20,22,21,14,15,0,36,42,34,41,37,38,33,35,39,100,0,1,95,97,2,98,96,93,0,82,80,78,0,0,76,74,0,79,0,27,28,0,24,32,30,0,23,25,29
40,39,44,0,0,46,43,37,41,38,56,52,47,0,0,54,50,0,55,51,65,0,58,0,64,59,62,61,66,0,5,3,0,0,1,2,100,0,0,0,0,77,82,83,0,81,80,0,0,79,12,11,13,0,7,14,16,15,8,9,34,30,36,28,0,31,32,27,29,33,94,88,0,89,91,96,92,90,87,93,76,74,72,69,71,70,0,0,0,75,21,22,25,0,26,0,20,0,19,0
30,29,34,32,0,36,33,0,31,0,46,0,0,43,39,0,40,0,45,41,0,0,0,0,54,0,0,51,56,47,95,0,89,96,91,92,0,88,94,87,0,67,72,73,0,71,70,68,75,69,2,1,0,100,0,4,6,5,98,99,24,0,26,18,25,21,22,17,19,0,0,0,85,79,81,86,82,80,0,0,66,64,62,59,61,60,58,57,0,65,11,12,15,8,16,14,10,0,9,13
90,0,94,92,95,96,93,87,91,88,6,2,0,3,99,4,100,0,0,1,15,10,8,13,14,0,12,11,16,7,0,53,0,0,0,52,50,0,54,47,0,27,0,0,0,31,30,28,0,29,0,0,0,60,57,64,66,65,58,0,84,80,86,78,85,0,82,0,79,83,44,0,45,39,41,46,42,0,37,0,26,0,22,19,21,20,0,17,23,25,71,72,75,68,76,74,70,67,69,73
80,0,0,0,85,86,83,77,0,0,0,92,87,0,0,94,90,88,0,91,5,100,98,3,4,0,2,1,6,97,45,43,0,0,41,42,40,38,0,0,0,17,0,23,0,0,0,18,25,0,52,51,0,50,47,54,0,55,48,49,74,70,76,68,0,0,72,67,69,73,34,28,35,29,31,36,32,30,0,0,16,14,0,9,11,10,8,7,13,15,0,62,0,0,66,64,60,57,0,63
50,49,54,52,55,56,53,47,51,48,66,62,57,0,59,0,0,58,65,61,75,70,68,73,74,69,0,71,76,67,0,13,9,16,11,12,10,8,14,7,94,0,92,93,96,91,0,88,0,89,22,21,23,20,17,24,26,25,18,19,44,40,0,38,45,41,0,37,39,43,0,0,5,0,0,6,2,0,97,3,0,84,0,79,81,80,78,0,83,85,31,0,0,28,36,34,0,27,29,0
10,0,14,12,15,16,13,7,0,8,26,22,17,23,19,24,20,18,25,21,35,30,28,0,0,29,32,0,0,0,75,73,0,0,71,72,0,68,74,0,54,47,52,53,56,0,50,48,55,49,82,81,83,80,0,84,0,85,78,0,4,100,6,98,5,1,2,97,99,3,0,58,65,59,61,0,62,0,57,63,0,0,0,0,41,40,38,37,0,45,91,92,95,88,0,94,90,87,89,93
100,99,0,2,0,6,3,97,0,98,16,12,7,13,9,14,10,0,0,11,25,20,0,23,24,19,22,0,26,17,65,63,0,66,61,0,60,58,64,0,44,37,0,0,46,41,40,38,0,39,72,0,0,70,67,74,76,75,68,69,94,90,96,88,0,91,92,87,89,93,54,48,55,49,0,56,52,50,47,53,0,0,32,29,0,30,0,27,0,35,0,82,85,78,86,84,80,0,79,83
0,19,24,0,0,0,23,17,0,0,36,0,27,33,29,0,30,0,0,31,45,0,38,0,0,0,42,41,46,0,85,83,79,86,81,82,80,0,84,77,64,57,0,63,66,61,60,58,65,59,92,0,93,90,87,94,96,0,88,89,0,10,16,8,15,11,12,7,0,13,0,68,75,69,71,76,72,0,0,73,56,54,52,0,51,0,48,47,53,55,1,2,5,98,0,4,0,0,99,3
70,69,0,72,75,0,0,0,71,68,86,82,77,83,79,0,80,78,85,81,95,90,88,93,94,89,0,91,96,0,35,33,29,36,31,32,30,28,0,27,14,7,12,0,16,11,10,8,15,9,42,41,43,0,37,44,46,45,38,0,64,0,66,58,65,61,0,0,0,63,0,0,0,19,21,0,22,0,0,23,6,0,2,0,1,0,98,97,0,5,0,0,55,48,0,54,50,47,0,53
60,59,0,62,0,66,0,57,61,0,76,72,67,0,69,74,70,68,75,71,85,0,78,0,84,79,0,81,0,77,25,23,19,0,21,22,0,0,24,17,4,97,2,3,6,1,100,0,5,0,32,31,33,30,27,34,36,0,28,29,0,50,0,48,55,0,52,47,49,53,0,8,15,9,0,16,0,0,7,13,0,0,92,89,91,90,88,87,93,95,0,0,45,38,0,0,0,0,39,43
75,74,79,77,0,0,0,0,76,0,91,0,0,0,84,0,0,83,90,86,100,95,93,0,99,0,97,96,1,0,40,38,34,0,0,0,35,0,39,32,19,12,17,18,0,16,15,13,20,14,0,0,48,0,42,49,51,50,43,44,69,65,71,63,0,66,67,0,64,68,29,23,30,0,0,31,27,25,22,28,11,9,7,4,6,0,3,2,8,10,56,57,0,53,61,59,55,52,54,58
0,0,0,0,60,0,58,52,0,53,0,67,62,0,0,69,0,0,0,0,0,75,0,78,79,0,77,76,0,0,20,18,14,21,16,17,15,13,19,12,99,92,97,98,1,96,95,93,0,94,27,26,28,25,22,0,31,0,23,24,0,45,0,43,50,46,47,42,0,48,9,0,10,0,0,11,7,5,2,8,91,89,87,0,86,0,83,82,88,90,36,37,40,0,41,0,35,32,0,38
45,44,49,0,50,0,48,42,46,43,61,57,52,0,0,0,55,0,0,56,0,65,0,68,69,64,0,66,71,62,10,8,4,11,6,7,0,0,9,2,89,82,87,88,91,86,85,83,90,84,17,16,18,15,12,19,21,0,0,14,0,35,41,33,0,0,37,0,34,0,99,0,100,94,96,1,97,0,92,98,81,0,77,74,0,75,0,72,78,80,26,27,0,23,0,29,0,22,24,28
5,0,9,7,10,0,8,2,6,3,21,17,12,0,0,19,0,13,20,16,0,25,23,28,29,24,0,0,31,0,70,68,64,71,66,0,65,63,69,62,0,42,47,48,51,46,45,43,50,0,77,0,78,0,72,79,81,80,73,74,99,0,1,0,0,96,0,92,94,0,59,53,60,0,56,61,0,55,52,0,41,39,0,34,36,35,33,0,0,40,86,87,90,0,91,89,0,82,84,88
0,94,99,97,100,0,98,92,96,93,11,7,2,0,4,9,0,0,10,6,0,15,13,18,19,14,17,0,21,12,0,58,54,0,56,57,55,0,0,52,39,0,37,38,41,36,0,0,0,0,67,66,0,65,0,69,0,70,0,64,89,85,91,83,90,86,87,82,0,88,49,43,50,44,46,51,47,45,42,48,31,29,27,24,26,25,23,0,28,30,76,77,80,73,81,79,75,72,74,78
15,14,19,17,0,0,18,12,16,13,31,27,0,28,24,0,25,23,30,26,40,35,0,0,39,34,37,36,41,32,80,78,74,81,76,77,75,73,79,72,59,0,57,0,0,56,0,53,60,54,87,0,88,85,82,89,91,90,83,84,0,0,11,3,10,0,0,2,4,8,69,63,0,64,66,71,0,65,62,68,51,0,47,44,46,45,43,0,48,50,0,97,100,93,1,0,0,92,94,98
65,0,69,67,70,71,68,62,66,63,0,77,0,78,0,79,75,73,0,76,0,85,0,88,89,84,0,86,0,82,30,28,24,31,26,27,0,23,29,22,9,2,0,8,0,6,0,3,0,0,0,0,0,35,32,39,0,40,33,34,59,55,0,0,60,56,57,52,54,0,19,13,20,14,0,21,0,15,0,18,1,0,97,94,96,95,93,0,98,100,46,47,50,43,51,49,45,0,44,48
35,34,39,0,40,41,38,32,36,33,0,47,42,0,0,49,45,43,0,46,60,55,53,58,59,54,57,56,61,0,100,98,94,1,96,97,95,93,99,92,0,72,77,78,0,76,75,0,80,0,0,6,8,5,0,9,11,10,3,4,29,25,31,23,0,26,27,22,24,0,89,0,0,84,86,91,87,0,82,88,71,69,0,64,0,0,63,62,68,70,0,0,20,13,0,19,15,12,0,18
25,0,0,0,30,31,28,22,0,23,0,37,0,0,0,39,35,33,40,0,0,45,43,0,49,44,47,46,0,42,90,88,84,91,86,87,0,0,89,0,0,62,67,68,0,66,65,0,70,64,97,96,0,95,92,99,1,100,93,94,19,15,21,0,20,0,17,12,0,18,79,0,80,74,76,81,77,75,72,78,0,0,57,0,0,55,53,52,58,60,6,7,0,3,11,9,5,2,4,8
85,84,89,87,90,91,88,82,86,0,1,97,92,98,0,99,95,93,100,96,0,5,0,0,9,0,0,6,0,2,50,48,0,51,46,47,0,43,49,0,29,0,27,28,31,26,25,23,30,24,57,56,58,55,52,59,61,60,53,54,0,75,0,73,0,0,77,72,74,78,39,33,0,0,36,41,37,35,32,38,0,19,0,14,16,15,0,12,18,0,0,67,0,63,71,69,65,62,0,68
0,33,38,36,39,40,0,0,35,32,50,46,41,47,0,0,44,42,0,0,0,0,52,57,58,0,0,0,60,51,99,0,93,100,95,96,94,92,98,0,78,0,0,77,80,75,74,72,0,73,6,5,7,0,1,0,10,9,2,0,0,24,0,0,29,25,0,21,23,27,88,0,0,83,85,90,86,84,0,0,70,68,66,63,65,64,0,61,0,0,0,0,19,12,20,18,14,11,13,17
94,0,98,0,99,100,0,0,95,0,10,0,1,0,3,8,4,0,9,5,19,14,12,17,18,0,0,15,20,11,59,57,0,60,55,0,54,0,58,51,0,31,36,37,40,35,34,0,39,0,66,0,67,64,0,68,0,0,62,63,88,84,90,82,89,85,86,81,0,87,48,0,49,43,45,0,0,44,41,47,30,28,0,0,25,24,22,21,27,0,75,76,79,72,0,78,74,71,73,77
0,83,88,86,89,90,0,81,85,82,100,96,91,97,0,0,94,92,99,95,9,4,2,7,8,3,6,5,10,0,49,47,43,50,0,46,44,42,0,41,28,21,26,27,30,0,24,22,0,23,56,55,57,54,51,58,60,59,0,0,0,74,80,72,79,75,76,71,0,0,38,32,0,0,35,40,0,34,31,37,0,18,16,13,0,14,12,0,17,19,0,66,69,62,70,0,64,61,63,0
44,0,48,46,49,50,47,0,0,42,0,56,51,57,0,58,54,0,59,55,0,64,62,0,68,63,66,65,70,61,0,7,3,10,5,0,4,2,0,1,88,81,86,87,90,0,84,0,89,0,16,15,0,14,0,18,20,19,0,13,38,34,40,0,39,35,36,31,0,37,0,92,99,93,95,100,96,94,91,97,80,78,0,0,75,74,0,71,77,79,25,26,29,0,0,28,24,21,0,27
14,0,18,16,19,0,17,11,0,0,30,26,21,27,23,0,24,0,29,0,0,34,0,37,38,33,0,0,0,31,79,77,73,0,75,76,74,72,78,71,58,51,0,57,60,0,54,52,59,53,86,85,0,84,0,88,90,89,82,83,8,0,10,0,9,0,6,0,3,7,68,62,69,63,0,0,66,64,61,67,50,48,46,43,45,44,42,41,47,0,95,96,99,92,100,98,0,0,0,97
0,23,0,26,29,30,27,0,25,22,40,0,31,37,33,38,0,0,39,0,49,0,0,47,48,43,46,45,50,0,89,87,83,0,85,86,84,0,88,0,0,61,66,67,0,65,64,62,69,63,0,95,97,0,91,98,100,99,92,93,18,14,20,12,19,15,16,0,13,17,78,72,79,0,75,0,76,0,71,77,60,58,56,53,0,54,52,51,57,59,0,6,9,2,10,0,4,1,3,7
74,73,78,0,0,80,77,71,0,72,0,86,81,0,83,88,0,0,89,0,0,94,92,97,98,93,0,95,100,91,39,37,33,40,35,0,34,32,38,31,18,11,16,17,20,15,14,12,19,13,46,0,47,44,41,48,0,0,0,43,68,64,70,62,69,65,0,61,63,67,0,0,29,0,0,30,26,24,21,27,10,8,6,3,5,4,2,1,7,0,55,56,59,52,0,0,54,51,53,57
54,0,0,0,59,60,57,0,55,52,70,0,61,67,0,68,64,0,0,65,0,0,72,0,78,73,0,0,80,71,19,17,0,20,15,16,14,0,0,11,98,0,0,0,100,95,94,0,99,93,0,0,27,24,21,28,30,29,22,0,48,0,0,42,49,45,46,41,0,47,8,0,9,3,5,10,6,0,0,7,90,88,86,83,85,84,0,81,87,89,35,0,39,32,40,38,34,31,33,0
0,0,68,0,69,70,0,61,0,0,0,76,71,0,73,78,74,0,0,75,0,84,82,87,88,0,86,85,90,81,29,27,23,30,0,26,24,0,28,21,8,1,0,7,10,0,4,2,0,0,0,35,37,34,31,0,0,0,32,0,58,54,60,52,0,55,56,51,53,57,18,12,19,13,15,20,0,0,11,17,100,98,96,0,95,94,92,91,97,99,45,46,0,42,50,0,0,41,43,47
4,3,0,0,9,10,7,1,0,0,0,0,11,17,0,18,14,0,19,15,0,24,22,27,28,23,26,25,30,21,0,67,63,70,65,0,0,62,68,61,0,41,46,47,50,45,0,42,49,43,0,75,77,74,71,78,80,0,72,73,98,94,0,92,99,95,96,91,93,97,58,0,0,53,55,60,56,0,51,57,0,38,0,33,35,34,32,31,37,39,85,86,0,0,90,88,84,81,83,0
0,0,0,9,12,13,0,4,8,5,0,19,14,20,16,21,17,15,22,18,32,0,25,0,0,26,29,28,0,24,0,70,66,73,68,69,0,65,71,64,51,44,49,0,53,48,47,0,52,46,79,78,0,77,74,0,83,0,0,76,1,97,3,0,2,98,99,94,96,100,61,55,62,56,0,63,0,57,54,60,43,41,0,0,38,0,35,34,40,42,0,89,0,85,93,0,87,84,0,90
97,96,1,99,2,3,100,0,0,95,13,9,4,0,6,0,0,5,12,0,22,0,15,20,0,16,19,18,23,0,0,60,56,0,0,59,57,55,61,54,41,34,39,40,43,38,0,0,42,0,69,0,70,67,64,71,0,72,65,66,0,0,0,85,92,88,89,84,86,90,51,45,0,46,48,53,49,47,44,50,33,0,29,26,0,27,25,24,30,32,78,79,82,75,83,81,77,74,76,80
17,16,21,0,0,23,20,0,18,15,33,29,24,30,26,31,27,25,32,28,42,37,35,40,41,36,0,38,43,0,82,0,76,83,78,79,0,75,81,0,61,54,59,0,63,58,57,55,0,0,89,88,90,87,84,91,93,92,85,86,11,0,0,5,12,8,9,4,6,0,0,65,72,66,0,73,69,67,64,70,0,51,0,46,48,47,45,0,50,52,0,0,2,0,3,1,97,94,96,100
57,56,61,59,0,63,60,54,58,0,73,69,64,70,66,0,67,0,72,68,82,0,0,80,81,0,79,78,83,74,22,20,16,23,18,19,17,15,21,0,1,94,99,100,3,98,97,95,2,0,29,28,0,27,0,31,33,0,0,0,51,0,53,45,0,48,49,44,46,50,11,5,0,6,8,13,9,0,4,10,93,0,0,86,0,87,85,84,90,0,38,39,42,0,0,41,37,34,36,40
47,46,51,49,0,53,0,44,48,0,63,0,0,60,56,0,57,55,0,58,0,67,0,70,71,66,69,68,73,64,12,10,6,13,8,0,0,5,11,4,0,84,0,90,93,0,0,85,92,86,19,18,20,0,14,0,23,0,15,16,41,37,43,35,42,0,39,34,36,40,1,95,2,96,98,3,99,0,94,100,0,81,79,76,78,77,0,74,0,82,28,29,32,25,33,31,0,24,26,0
67,66,71,69,72,73,70,64,68,65,83,79,74,80,76,81,77,0,82,78,92,0,85,90,91,0,89,88,93,0,0,0,26,33,28,29,27,25,31,24,0,4,9,10,13,8,0,0,12,0,39,0,40,37,34,0,0,42,0,36,61,57,0,55,62,58,59,54,56,60,21,15,22,0,18,23,19,0,0,20,0,0,0,96,0,97,95,94,100,2,48,49,52,45,0,51,47,44,46,50
37,36,41,39,42,43,0,34,38,35,0,49,44,50,0,0,47,0,0,48,0,57,55,60,61,56,59,58,0,54,0,100,96,3,0,0,0,95,1,94,81,74,79,80,83,78,77,75,0,76,9,8,10,0,0,11,13,12,5,6,31,27,33,0,32,28,0,24,26,30,91,85,92,0,88,93,89,0,84,90,73,71,69,0,68,67,65,64,70,72,0,19,22,15,23,0,0,14,16,0
77,0,0,79,0,0,0,74,78,75,0,0,84,90,86,0,87,85,92,0,0,0,95,0,1,96,99,98,0,0,42,40,36,43,38,0,0,35,41,34,21,0,0,20,23,18,17,0,22,16,49,48,50,0,0,51,0,52,45,0,71,67,0,65,72,0,69,64,66,70,31,25,32,0,28,33,29,27,24,30,13,11,9,6,8,7,5,4,10,0,58,0,0,55,63,0,57,54,56,60
27,26,31,29,32,33,30,24,28,25,0,39,0,40,36,41,37,35,42,0,52,47,0,0,0,46,49,0,53,44,92,90,0,93,88,0,87,85,91,84,71,0,0,70,73,68,67,65,72,66,99,98,100,97,94,1,3,0,95,96,21,0,23,0,22,18,19,0,16,20,0,75,82,0,78,0,79,77,74,80,0,61,0,56,58,57,0,54,60,62,8,9,12,0,13,11,7,4,6,0
87,86,91,89,92,93,90,84,88,85,3,0,94,100,96,1,97,95,0,98,0,7,5,10,11,6,0,8,0,4,52,50,46,53,48,0,47,0,51,44,31,24,0,30,0,28,27,0,32,26,59,58,0,57,0,61,63,62,55,0,81,77,0,75,82,0,79,74,76,80,0,0,42,36,38,43,39,0,34,40,23,21,19,16,18,17,15,14,20,0,68,69,72,65,73,71,67,64,0,70
0,11,0,14,17,18,15,9,13,0,0,24,0,25,21,26,0,20,0,23,37,32,30,35,0,31,0,33,38,29,0,75,71,78,0,74,0,70,76,0,56,49,0,55,58,53,52,50,57,51,84,83,85,82,79,86,0,87,80,81,6,2,8,100,7,3,0,0,1,5,0,0,0,61,63,0,64,0,59,65,48,46,44,41,43,42,40,39,45,47,93,0,97,90,98,96,92,89,0,95
32,31,36,0,37,38,0,29,33,30,48,44,0,45,41,0,42,40,47,43,57,52,50,0,56,51,54,53,58,49,97,0,91,98,93,94,92,0,96,89,76,69,74,75,78,0,72,70,77,71,4,3,5,0,0,6,8,0,0,1,26,22,0,20,27,23,24,0,0,0,86,80,87,0,83,88,84,82,79,85,68,66,64,61,63,0,60,59,65,0,13,14,0,10,18,16,12,9,11,0
82,81,86,84,87,88,85,79,83,80,98,0,89,95,91,0,0,90,97,0,7,2,100,5,6,0,0,3,8,99,47,45,41,0,43,44,42,40,46,39,26,19,24,0,28,23,22,20,27,21,54,53,55,0,0,56,58,0,50,51,0,0,0,70,77,73,74,69,0,75,0,30,37,31,33,0,0,32,0,0,18,16,14,11,13,12,10,9,15,17,0,64,67,0,0,0,62,0,61,0
