90,86,92,85,93,88,87,89,0,91,0,44,46,49,51,53,45,0,52,0,0,18,0,0,19,23,0,22,14,15,0,34,0,40,42,37,39,0,36,41,10,12,8,4,0,11,0,13,6,7,76,0,81,0,79,80,82,78,74,83,67,71,72,0,73,64,69,65,0,68,98,3,94,97,1,95,2,99,96,100,30,29,24,0,0,33,0,26,0,31,0,55,0,0,58,0,60,61,62,0
60,56,62,55,63,0,57,59,54,61,17,14,16,19,21,23,15,18,0,20,91,88,90,86,89,93,87,0,0,85,0,4,5,0,0,7,0,8,6,0,80,82,78,74,79,81,75,0,76,77,46,45,0,47,49,50,52,48,44,53,0,0,42,36,0,34,39,0,40,0,68,73,0,67,0,65,72,69,66,0,0,99,94,95,98,3,97,96,2,0,0,25,0,27,0,29,0,0,0,33
0,76,82,75,0,0,77,79,74,81,37,34,0,39,41,0,0,38,42,40,11,8,10,6,9,0,7,0,4,0,0,0,25,30,0,27,29,28,0,31,100,2,98,0,99,1,95,0,96,97,66,65,0,67,0,70,72,68,64,73,57,61,62,56,63,54,59,0,60,0,88,93,84,87,91,0,92,89,0,90,20,19,14,0,18,23,17,0,22,21,0,45,0,47,48,0,50,0,52,53
0,0,32,25,33,28,27,29,0,31,87,84,0,89,91,93,85,88,92,90,0,58,60,56,0,0,57,0,54,55,83,74,75,80,0,77,79,78,0,81,50,52,0,44,49,51,45,53,46,0,16,0,21,17,19,20,22,18,14,23,7,11,12,6,13,0,9,5,10,8,38,43,34,0,0,35,0,39,36,40,70,69,64,65,68,73,67,66,72,71,0,95,0,97,98,0,100,0,0,0
100,0,0,95,3,98,0,99,0,1,0,0,56,0,61,63,0,58,62,0,0,28,30,0,29,0,27,32,24,25,0,44,45,50,52,47,0,48,46,0,20,22,18,14,19,21,15,0,16,17,86,85,0,87,89,0,92,88,84,0,0,81,0,76,83,74,79,75,0,78,8,13,4,0,11,5,0,9,6,10,40,39,34,35,0,43,37,36,42,41,64,65,66,67,68,69,70,0,72,73
0,36,42,35,43,38,37,39,34,41,97,94,0,99,1,0,95,0,0,100,71,0,70,66,0,0,67,72,64,65,93,0,85,90,92,87,89,88,86,91,60,62,58,54,0,61,55,63,0,0,26,25,31,27,29,30,32,28,24,33,17,21,22,16,23,14,19,15,20,18,0,53,44,0,51,45,52,49,46,50,80,79,74,75,78,83,0,0,0,0,4,0,6,7,8,9,10,0,12,0
70,0,72,65,73,0,0,69,0,71,0,24,26,29,0,33,25,28,32,30,1,98,100,96,99,3,97,2,94,95,23,14,0,0,0,17,0,18,0,21,90,92,88,84,0,91,85,93,86,0,56,55,61,57,59,60,62,58,54,0,47,51,0,0,0,0,49,0,50,48,78,0,74,77,81,75,82,0,76,80,10,9,4,5,8,13,0,6,12,11,34,0,0,0,0,0,40,41,0,43
20,16,22,0,23,18,17,19,14,21,0,74,0,0,81,0,75,78,82,80,0,48,50,46,0,53,0,52,0,45,73,64,65,70,0,67,69,0,66,71,0,42,0,34,39,0,0,43,0,0,0,5,11,7,9,10,12,0,4,13,97,1,2,96,3,0,0,95,100,0,28,33,24,0,31,25,32,29,26,30,0,0,0,55,58,63,57,56,62,61,84,85,86,0,88,89,0,91,92,93
10,6,12,5,13,8,7,9,0,0,67,64,66,0,71,73,65,0,72,0,0,38,0,36,39,43,37,42,34,35,0,54,0,0,62,57,59,58,56,61,30,32,28,24,0,31,25,33,0,27,0,95,1,97,99,0,0,98,94,3,87,91,92,86,93,84,0,85,90,88,18,0,14,0,0,0,22,19,16,20,0,49,44,0,48,53,47,46,52,51,74,0,76,77,78,79,80,81,82,0
0,46,52,45,53,0,0,0,44,51,0,4,6,9,11,13,0,8,0,0,81,0,0,0,79,83,77,0,74,75,3,94,0,100,2,97,99,98,96,1,70,0,68,64,69,71,65,73,66,67,36,35,41,37,0,40,42,0,34,43,27,31,32,26,33,24,29,0,0,28,58,63,0,57,61,55,62,59,56,60,90,89,84,85,88,93,87,86,92,0,0,15,16,17,0,0,20,21,22,0
0,39,0,0,0,41,40,0,37,44,0,0,0,2,0,0,98,1,0,3,74,71,73,0,72,76,70,75,67,68,96,87,0,93,95,0,0,91,89,0,63,65,61,57,62,64,58,0,59,60,29,28,0,30,32,33,35,31,27,36,0,24,25,19,26,17,22,0,23,21,51,56,47,50,54,48,55,52,49,53,83,82,77,78,0,86,80,79,85,84,7,8,0,0,11,12,13,0,15,16
93,89,95,88,0,91,90,92,0,94,50,47,49,52,54,0,0,51,0,0,24,21,23,0,0,26,20,25,0,18,0,37,38,43,45,40,42,41,39,44,13,15,0,7,12,14,8,16,0,10,0,78,84,80,82,83,85,81,77,0,70,74,75,69,76,67,72,0,73,71,1,6,0,0,4,98,0,2,99,3,33,0,27,0,31,36,30,29,35,0,57,58,59,0,0,62,63,64,65,0
33,29,35,0,36,31,30,32,27,34,90,87,89,92,94,0,88,91,95,93,64,61,63,59,62,0,60,65,57,58,86,0,0,0,85,80,82,0,79,0,53,0,51,0,52,54,0,56,49,50,19,18,24,20,22,0,25,21,17,26,10,14,15,9,16,7,12,0,0,11,41,46,37,40,44,0,45,42,0,43,73,72,67,68,71,76,0,69,75,74,97,98,0,100,1,2,3,4,0,0
53,0,55,0,56,51,0,52,47,54,10,7,9,12,0,16,8,11,0,13,84,81,0,0,0,86,80,85,77,78,6,0,98,3,5,100,2,1,99,0,73,75,71,67,72,0,68,76,0,70,39,38,44,40,42,43,45,41,37,46,30,34,35,29,36,0,0,28,0,31,61,66,57,60,64,58,65,62,59,63,93,92,87,88,0,0,0,89,95,0,0,18,19,20,21,22,23,0,0,0
13,9,0,0,0,11,0,0,7,14,0,0,69,0,0,0,68,0,75,0,44,41,0,0,0,46,0,0,37,0,0,57,58,0,65,60,0,61,59,64,0,35,31,27,0,34,28,36,29,0,99,98,4,100,2,0,5,1,97,6,90,0,0,89,96,87,92,88,93,91,21,26,0,20,24,18,25,22,19,23,53,52,47,48,51,56,50,0,55,54,77,0,79,80,81,0,83,0,0,86
83,79,85,78,86,81,0,82,77,0,0,37,0,42,44,46,0,41,45,43,14,11,0,9,12,16,10,15,7,0,36,0,28,0,0,30,32,31,29,34,3,5,1,97,2,4,98,6,99,100,69,0,74,70,72,0,75,0,67,0,60,64,0,59,66,57,62,58,63,0,91,96,87,90,94,0,95,0,89,93,0,22,17,18,0,26,20,19,0,24,47,0,0,50,51,52,53,54,0,56
23,0,25,0,26,21,20,22,17,24,80,77,0,82,84,86,78,81,0,83,54,0,0,49,52,56,0,55,47,0,0,67,68,0,0,70,72,0,0,0,43,45,41,37,42,44,38,0,0,40,0,8,14,10,12,13,15,11,0,0,0,4,5,99,6,0,2,98,3,0,31,36,27,30,34,0,35,32,29,0,63,62,57,58,0,0,60,59,65,64,0,88,0,90,91,92,0,94,95,96
0,0,65,58,66,0,60,62,0,64,20,0,19,22,0,26,18,21,0,0,0,91,0,0,92,0,90,0,0,0,16,7,0,0,15,10,12,11,9,0,83,85,81,0,0,84,0,86,79,0,0,48,54,50,52,53,55,51,47,56,40,44,45,39,46,37,42,38,43,41,0,0,67,70,74,68,75,72,69,73,3,2,97,98,1,0,0,99,0,4,27,28,29,30,31,32,33,0,0,36
0,99,5,0,0,1,100,2,97,4,0,57,59,0,64,0,58,0,0,0,34,0,33,0,32,0,30,35,0,28,56,47,48,0,55,0,52,51,0,0,0,25,21,17,22,24,18,26,19,20,89,0,0,90,92,93,95,0,87,96,80,84,0,79,86,77,0,78,83,81,11,16,0,10,14,8,15,12,9,13,43,42,37,38,41,0,40,39,45,0,0,68,69,0,71,72,0,0,75,76
73,69,0,68,0,71,70,72,67,0,30,0,29,32,34,0,28,31,0,0,4,1,0,99,2,6,100,5,0,0,26,0,18,0,0,20,22,21,19,0,0,95,0,87,0,94,0,96,0,90,59,58,64,60,62,63,65,61,57,66,50,54,55,49,56,0,52,48,0,51,81,86,77,80,84,78,85,82,0,83,0,12,0,8,11,16,10,0,15,14,37,0,39,40,41,42,43,44,45,46
61,57,63,0,64,59,58,60,55,62,0,0,0,20,22,24,16,0,23,0,0,89,0,87,90,0,88,93,0,86,14,5,6,11,13,8,0,9,0,12,81,0,0,75,80,0,0,0,77,78,0,46,52,0,50,51,0,0,45,0,0,42,43,37,44,35,40,36,41,39,69,74,65,68,72,0,73,70,67,71,1,100,95,96,99,0,98,97,3,2,25,26,27,0,29,30,0,32,33,34
0,0,0,66,74,69,68,0,65,72,28,0,27,30,0,34,26,0,33,31,2,0,0,97,0,4,98,3,95,96,24,0,16,21,23,18,20,19,17,22,91,0,0,85,90,0,0,0,87,88,57,56,62,0,60,61,63,59,55,64,48,52,0,0,0,45,50,46,51,49,0,0,75,78,82,76,83,80,77,81,11,10,5,6,9,14,0,0,13,12,35,36,0,0,39,0,0,42,43,0
11,0,13,0,0,0,0,10,5,0,0,0,0,70,72,0,0,0,0,0,0,39,41,37,40,44,38,0,35,36,64,55,56,61,63,58,60,0,57,62,0,33,0,0,30,32,26,0,27,28,97,96,2,98,100,1,0,99,0,0,0,0,93,87,94,0,90,86,91,0,0,24,15,0,22,16,23,0,17,21,51,50,45,46,49,54,48,47,0,0,75,76,77,78,79,80,81,82,83,84
0,77,0,0,84,79,78,0,0,82,0,35,0,0,42,0,36,39,43,41,0,0,11,7,10,14,8,0,5,0,0,25,26,31,33,28,0,29,27,32,1,3,99,95,100,2,96,0,97,98,67,66,72,68,70,71,73,0,65,74,0,62,63,57,64,0,60,56,61,59,89,0,0,88,0,0,93,0,87,91,21,20,15,16,0,24,18,17,23,22,45,46,47,48,49,50,0,52,0,54
21,17,0,16,0,19,18,20,15,22,78,75,77,80,82,84,76,79,83,81,52,49,51,47,50,54,48,53,45,0,0,0,66,71,73,68,0,0,0,0,41,43,39,35,40,0,36,0,37,38,7,6,12,8,10,11,13,9,5,14,98,2,3,97,4,95,0,96,0,99,0,0,25,28,0,26,33,30,27,31,0,60,0,56,59,64,0,0,63,62,85,0,0,88,89,90,0,92,93,94
91,0,93,86,94,89,88,0,85,92,48,0,0,50,0,0,46,49,53,0,0,19,21,17,20,24,18,23,15,0,44,35,36,41,43,38,0,39,37,42,11,13,9,5,10,12,6,14,7,8,0,76,0,78,80,81,0,79,75,0,0,72,73,67,74,0,70,66,71,69,99,4,95,0,2,96,3,100,97,1,31,30,25,26,29,34,28,27,33,32,0,0,0,58,59,60,0,62,0,0
1,97,3,96,0,0,0,100,0,2,0,55,57,60,62,0,0,0,63,61,32,29,0,27,30,34,28,33,0,26,54,45,46,51,0,48,50,0,47,0,21,23,19,15,20,22,16,24,17,18,87,0,92,88,0,0,0,89,85,94,78,82,83,0,0,0,0,0,81,0,0,0,5,8,12,6,0,10,0,0,41,0,0,0,39,44,38,0,43,0,65,66,67,68,0,70,71,72,73,74
41,0,43,36,0,39,38,40,35,42,98,95,97,0,2,4,96,99,0,1,0,0,71,0,0,0,68,73,0,66,0,85,0,91,93,88,90,0,0,92,61,63,59,55,60,62,0,0,57,58,0,26,32,28,30,31,33,29,0,34,18,22,0,17,24,15,0,16,0,19,49,0,45,48,0,46,0,0,47,51,0,80,75,76,0,84,0,0,83,82,5,6,7,8,9,10,11,12,13,0
