27,29,0,30,28,24,0,0,37,33,0,36,32,31,45,1,0,48,2,0,47,38,40,0,43,41,0,44,14,0,0,16,10,12,15,5,0,6,0,8,3,0,17,0,0,23,20,21,18
13,0,0,0,0,10,12,0,23,19,20,0,0,0,31,36,35,34,37,32,0,24,26,25,29,27,0,30,49,46,48,2,0,0,1,0,39,41,42,43,0,0,0,8,5,0,6,7,0
0,8,4,9,7,0,5,14,16,12,13,15,11,10,24,29,0,27,30,25,26,17,19,18,0,20,21,0,42,39,0,0,38,40,43,33,32,0,35,36,0,37,45,1,47,0,48,0,46
20,22,18,23,21,17,0,28,30,26,27,29,25,0,0,0,42,41,44,39,40,31,33,32,0,0,35,37,7,0,0,9,3,5,0,47,46,0,49,0,0,2,0,0,12,16,13,14,11
41,0,39,44,0,0,40,49,2,0,48,1,46,0,10,15,14,0,16,11,12,3,5,4,8,6,7,9,28,0,27,30,0,26,29,19,18,20,21,0,0,23,0,36,0,37,0,35,32
0,36,0,0,35,0,33,42,0,40,0,43,39,38,0,0,7,6,9,4,5,45,0,46,1,48,49,2,0,0,20,0,17,0,22,12,11,0,0,15,0,16,24,29,26,30,27,28,25
0,1,0,0,49,45,47,7,9,0,6,0,0,0,17,0,21,20,23,18,0,10,0,11,15,13,14,0,35,32,34,37,31,33,36,26,0,27,28,29,24,30,38,43,40,0,0,0,0
16,18,14,0,17,0,15,24,26,22,0,25,21,0,34,39,0,37,0,35,0,27,29,0,32,30,31,33,0,0,2,0,0,0,0,0,0,44,45,0,41,47,0,11,8,0,0,10,0
23,0,0,0,24,20,0,31,0,29,30,32,28,27,41,0,45,44,47,0,43,0,0,35,39,37,0,40,10,7,9,12,6,8,11,1,49,2,3,4,0,5,0,18,15,19,16,17,14
2,0,49,5,3,48,1,0,12,8,0,11,7,6,20,25,0,23,26,21,0,13,15,0,18,16,17,19,38,0,37,0,0,36,39,0,28,30,0,0,0,33,41,0,0,47,44,45,0
0,32,0,0,0,27,29,0,40,36,0,39,0,34,0,4,3,2,5,49,1,41,0,42,0,44,45,47,17,14,16,19,13,15,0,8,7,9,0,0,6,12,20,25,22,0,23,24,21
44,46,42,47,45,41,43,3,5,1,0,4,49,48,13,18,17,16,19,14,15,0,0,7,0,9,10,0,0,28,30,33,27,0,0,0,0,23,24,25,0,26,34,39,36,0,0,0,0
37,39,35,40,38,34,36,45,47,43,44,46,0,41,0,11,10,9,12,7,0,48,1,49,4,0,0,0,0,21,0,26,0,0,0,15,0,0,0,18,0,19,27,32,29,0,0,0,0
0,11,7,0,10,6,8,0,19,15,16,18,14,13,27,32,31,30,33,28,0,20,0,21,0,0,24,26,45,42,44,47,0,0,46,36,0,37,0,0,34,40,48,4,1,0,0,3,49
29,0,27,32,30,26,0,0,0,35,36,38,0,0,0,3,2,0,4,48,0,0,42,0,0,43,0,46,16,13,0,0,0,14,0,7,6,8,9,10,5,11,19,24,0,25,22,23,20
1,3,48,4,2,47,0,9,0,7,0,10,0,5,0,24,0,0,0,20,21,12,14,13,17,0,0,0,37,34,36,39,33,35,38,28,27,29,30,31,0,32,40,45,0,0,43,44,0
36,38,34,0,37,33,35,44,46,0,43,45,41,40,0,0,9,8,11,0,0,0,49,48,0,1,2,0,23,20,22,0,0,21,24,14,13,0,16,17,12,18,26,0,28,0,29,0,27
22,0,20,25,23,19,21,30,0,28,29,0,0,0,40,45,44,43,46,0,42,0,35,34,38,0,37,39,9,0,8,11,5,0,10,49,0,1,2,0,0,4,0,17,14,0,0,0,13
0,0,0,11,0,0,7,16,18,14,15,0,13,12,26,31,30,29,32,27,28,19,21,0,0,0,23,25,44,41,43,46,40,42,0,35,0,0,0,38,0,0,47,0,0,4,0,0,48
43,45,41,46,44,0,42,2,4,49,1,3,48,47,12,0,0,0,18,13,0,5,7,0,10,8,0,0,30,27,0,32,26,0,31,21,0,22,0,24,0,0,0,0,35,39,36,37,0
15,0,13,18,16,0,0,0,0,21,22,24,20,19,33,38,37,36,39,34,35,0,28,27,31,0,30,0,2,48,1,4,47,49,3,42,0,0,0,45,0,0,0,10,0,11,8,0,6
31,0,0,0,32,0,30,39,41,37,38,40,36,0,49,0,4,0,0,0,0,42,44,43,0,0,46,0,18,0,0,20,0,0,19,9,8,10,11,12,7,13,21,26,23,27,24,25,22
38,0,0,0,39,35,37,46,0,44,45,47,0,42,7,12,11,10,13,0,9,49,2,1,5,3,4,6,25,0,24,27,21,23,26,16,15,17,18,0,14,20,0,33,0,0,31,0,29
0,12,8,0,11,7,9,18,0,16,17,19,0,0,0,0,32,0,0,0,30,21,23,0,26,0,25,27,46,43,45,0,0,44,0,37,36,38,39,0,0,41,49,5,2,6,3,0,1
24,0,22,0,25,0,23,32,34,30,31,33,29,0,42,47,46,0,48,43,44,35,37,36,40,0,39,41,0,8,10,13,7,0,12,2,1,3,4,0,0,0,0,19,0,20,0,0,15
3,5,1,6,4,0,0,11,13,9,10,12,8,0,21,26,25,0,0,22,23,14,0,15,19,17,18,20,39,0,0,41,0,37,40,30,0,31,32,33,28,0,42,47,44,48,45,46,43
17,0,15,20,18,14,16,25,27,23,24,0,0,21,0,0,39,38,0,36,37,28,0,0,0,31,0,34,0,1,3,6,0,2,0,44,43,45,46,0,42,48,7,12,9,0,0,0,0
45,47,43,0,46,42,0,0,0,0,0,5,1,49,14,0,18,0,20,15,0,7,9,8,0,10,11,13,0,29,31,0,28,0,0,23,22,24,25,26,21,27,0,0,37,41,38,39,36
21,23,0,0,22,18,20,29,31,0,28,30,26,0,39,0,0,42,45,0,41,32,0,0,37,35,0,38,8,5,7,0,4,6,0,48,47,49,0,0,46,3,0,16,0,17,14,0,12
0,0,0,45,0,0,41,1,0,48,49,0,47,46,11,16,15,14,17,0,0,4,6,5,9,0,8,10,29,26,28,31,25,27,30,20,0,21,22,23,18,24,0,37,34,38,35,0,33
28,0,26,31,29,25,0,36,0,0,35,37,33,0,0,0,1,49,3,0,48,39,41,40,44,42,43,45,15,0,14,17,11,0,0,6,5,7,8,0,4,10,18,23,0,24,21,22,19
49,0,0,0,1,46,48,0,10,6,7,9,5,0,18,23,22,0,0,19,20,0,0,12,16,14,15,0,36,33,35,0,0,34,37,27,26,28,0,30,25,0,39,44,41,45,0,43,0
0,16,12,17,15,0,0,0,24,20,21,0,19,18,32,37,36,35,0,33,34,25,27,26,30,28,29,31,1,47,0,3,46,48,2,0,40,42,0,0,0,0,4,9,6,10,7,8,5
0,9,5,0,0,0,6,15,0,13,14,16,12,11,25,30,29,0,31,26,27,18,20,19,0,21,22,24,43,40,0,45,39,41,0,0,33,0,36,37,32,38,46,2,48,3,49,0,47
35,37,33,38,36,32,34,43,45,41,42,44,0,0,4,9,0,7,10,5,6,0,48,47,2,0,1,3,22,0,0,0,0,20,23,0,0,14,0,0,11,17,0,0,27,31,0,0,26
46,48,0,49,0,43,45,5,0,3,0,0,2,1,0,0,19,18,21,16,17,8,0,9,0,11,12,14,33,0,32,0,0,31,34,24,23,0,0,0,22,0,36,0,0,42,39,0,37
25,27,23,28,0,0,24,33,0,31,32,0,30,29,0,48,47,46,49,44,45,36,38,37,41,39,40,42,12,0,0,14,8,10,13,0,2,4,0,0,0,7,0,20,17,21,18,19,0
39,0,37,42,0,36,38,47,0,0,46,0,44,0,8,13,0,11,0,0,10,0,0,2,0,0,5,7,26,23,25,28,0,0,0,17,0,0,19,0,0,21,29,34,31,35,0,33,30
