42,44,39,0,43,41,38,14,16,15,12,11,0,10,21,0,20,19,18,23,0,30,0,0,26,0,0,0,8,3,0,0,0,0,7,46,0,0,47,1,0,0,37,0,0,0,33,0,0
14,16,0,12,0,13,0,0,37,36,0,32,34,31,42,0,0,40,39,0,0,2,49,48,47,46,1,0,29,0,25,0,0,30,28,18,21,0,19,22,0,0,0,7,3,0,5,4,0
0,37,0,33,0,34,31,7,9,0,5,4,6,0,14,10,13,12,11,0,15,0,21,20,0,18,22,17,0,0,46,0,0,2,49,0,0,44,40,43,38,41,30,0,24,29,26,25,27
49,0,0,0,1,0,45,0,0,22,19,0,0,17,28,24,27,26,0,30,0,37,35,34,33,32,0,31,0,10,11,13,0,16,14,4,0,9,5,8,3,6,44,42,0,43,40,0,41
21,0,18,19,0,20,17,42,0,43,40,0,0,38,49,45,0,0,46,2,0,9,7,6,5,0,8,0,36,0,32,0,33,37,35,25,28,30,26,0,24,27,16,14,10,15,12,11,13
7,9,0,5,8,6,0,28,0,0,26,0,0,24,0,31,34,33,32,37,36,44,42,41,40,39,43,38,22,17,18,20,0,0,0,0,0,16,12,15,10,0,2,49,45,1,47,0,0
28,0,0,0,0,27,24,49,2,1,47,46,0,0,0,3,6,5,4,9,0,0,0,13,0,11,0,0,43,38,39,41,40,44,42,0,35,37,33,36,31,34,23,0,17,22,19,18,20
47,49,44,45,48,0,43,19,0,0,17,16,18,15,26,22,25,24,0,0,0,35,33,32,31,0,0,0,0,8,9,11,10,0,12,2,5,7,3,6,0,0,42,0,36,41,38,37,0
33,0,30,31,0,0,29,5,0,6,0,2,4,1,0,8,11,10,0,14,13,21,19,18,0,0,20,15,48,43,44,46,0,49,0,37,0,0,38,0,0,0,0,26,22,27,24,23,25
40,42,37,0,41,39,36,12,14,13,0,0,0,8,19,0,0,17,16,0,0,0,0,25,24,23,27,22,6,0,0,4,3,0,5,0,47,49,45,48,43,46,0,33,0,34,31,30,0
26,28,23,24,0,0,0,47,49,0,45,44,46,43,0,1,4,3,0,7,0,0,12,11,10,9,13,8,41,36,0,39,0,42,0,30,33,35,0,34,29,0,0,0,15,20,17,0,18
0,7,2,0,6,4,0,0,28,27,24,23,25,22,0,0,32,31,30,35,0,42,40,0,38,37,41,36,20,15,0,18,17,21,19,9,12,0,10,13,8,0,49,0,43,48,45,44,0
12,14,9,10,13,0,8,33,35,0,31,0,32,29,0,36,0,38,37,42,41,49,0,46,45,0,48,43,27,0,0,25,24,28,26,16,19,21,17,20,15,18,7,0,1,6,0,0,4
19,21,0,17,20,18,0,0,0,41,38,37,39,0,47,43,46,45,0,49,48,7,5,4,3,0,0,0,0,29,0,0,31,35,0,23,0,0,24,27,0,0,0,0,8,13,10,0,11
