35,36,0,0,4,3,23,26,25,28,24,27,7,0,0,0,0,9,15,0,12,13,14,0,0,0,18,19,0,20,33,29,31,34,0,0
11,12,13,14,16,15,35,0,1,0,36,3,19,20,0,22,17,21,27,0,24,0,26,23,0,0,30,31,29,0,0,5,0,10,8,0
0,6,0,8,10,0,29,32,31,34,0,33,13,0,0,16,11,0,21,22,0,0,20,17,27,28,24,25,23,0,3,35,1,4,0,36
29,0,31,0,0,33,17,20,19,0,18,21,0,0,36,0,35,3,9,0,0,7,8,0,15,16,12,13,0,0,27,23,25,28,26,0
23,24,0,26,28,27,0,14,13,0,12,15,0,0,30,0,29,33,3,0,36,1,0,35,9,10,6,0,5,8,0,0,19,22,20,0
17,18,19,0,22,21,5,8,0,0,6,0,25,26,24,28,0,0,33,34,30,0,32,29,3,4,36,1,35,0,15,11,13,0,0,0
20,0,22,0,0,24,0,0,0,0,0,12,28,0,27,31,26,30,36,1,33,34,0,32,0,7,3,4,2,0,18,0,0,0,17,15
8,0,10,11,13,12,32,35,34,0,33,36,16,17,15,19,14,18,0,25,21,22,23,20,30,31,27,28,0,29,6,0,0,0,0,3
2,3,0,0,0,6,26,0,0,0,27,30,10,0,0,13,8,12,18,19,0,16,17,14,0,0,0,22,20,23,36,32,34,0,0,33
0,33,34,35,0,0,0,0,0,25,0,24,4,5,3,0,2,6,0,0,9,0,11,0,18,19,0,0,14,0,30,26,0,31,0,27
0,27,28,0,31,30,0,0,0,0,0,18,0,35,33,1,32,0,6,7,0,4,0,2,0,13,0,0,8,11,24,0,22,25,23,21
0,15,16,17,19,18,0,5,0,7,3,0,22,23,21,25,20,0,0,0,0,28,29,0,36,1,33,0,32,35,12,8,0,0,11,9
25,26,27,28,30,29,13,0,0,18,14,0,33,34,32,36,31,35,5,6,2,3,0,1,11,0,8,9,0,10,0,19,21,24,22,0
19,20,21,22,0,23,7,10,9,0,0,11,27,28,0,30,25,29,35,36,32,33,34,31,0,6,0,3,1,0,17,13,15,0,0,14
31,32,33,34,36,0,0,22,21,24,20,23,3,0,2,6,0,5,0,0,8,0,0,0,17,18,0,0,13,16,29,25,27,30,28,0
7,8,0,10,0,0,0,34,33,0,32,35,0,0,0,18,13,17,0,24,20,0,0,19,0,30,26,27,25,0,5,1,3,6,4,2
1,2,3,0,6,5,25,0,0,0,26,29,0,10,8,12,7,11,17,18,0,15,16,0,23,24,20,0,0,22,35,31,33,0,34,0
13,0,0,16,18,17,1,4,0,6,0,0,21,22,0,0,19,23,29,30,0,27,28,25,0,0,32,0,0,34,11,7,0,0,10,8
0,5,0,7,9,8,28,0,30,33,29,0,12,13,11,15,10,14,20,21,17,18,19,0,26,0,23,24,22,25,0,34,36,3,0,35
16,0,0,19,0,20,4,0,6,9,5,0,24,25,23,27,22,26,32,0,29,0,31,28,0,0,0,36,34,1,0,10,0,15,0,11
28,0,30,31,0,0,16,19,0,21,17,20,36,1,35,3,34,0,0,0,0,6,0,4,14,15,11,12,10,0,0,0,24,0,25,0
10,11,0,13,0,0,34,1,36,3,35,2,0,0,17,0,0,0,0,0,23,24,0,22,32,0,0,0,28,0,8,4,6,9,7,0
34,35,36,1,0,2,0,25,24,27,23,26,6,7,5,0,0,8,14,15,11,12,0,0,20,21,17,18,0,19,32,0,30,0,31,0
0,23,24,0,0,26,10,0,12,0,11,14,30,31,29,33,28,32,0,0,35,36,1,34,8,0,5,6,4,7,20,0,0,21,0,0
3,0,5,6,0,7,0,30,29,32,0,31,0,0,10,14,9,13,19,20,0,17,18,15,25,0,0,0,21,24,1,0,35,2,0,0
21,22,23,0,0,0,9,12,11,14,10,0,29,30,0,0,27,31,0,2,34,0,0,0,7,0,4,5,3,6,0,0,17,20,0,0
0,0,17,0,20,0,3,6,5,0,4,7,23,0,0,0,0,0,0,32,0,29,30,27,0,2,0,35,33,36,13,9,0,14,0,0
33,34,35,0,0,1,0,0,23,26,0,0,5,6,0,8,0,7,0,14,0,0,12,9,19,20,0,17,15,18,31,0,29,32,30,0
0,28,29,0,0,0,15,0,0,20,16,19,35,36,34,2,33,0,7,8,4,5,0,3,0,14,10,11,9,12,0,21,0,26,24,22
0,10,11,0,14,13,33,36,0,2,34,0,17,0,16,20,15,19,0,0,22,0,0,0,31,0,28,0,0,0,7,0,5,0,6,4
0,0,8,9,11,0,0,33,0,0,31,34,14,15,13,17,12,16,22,23,19,20,21,0,0,0,0,26,24,27,0,36,2,5,3,0
30,31,32,33,35,34,18,21,20,23,0,0,0,3,1,5,36,0,10,11,0,8,9,6,16,0,13,14,0,15,28,24,26,29,27,0
36,1,2,3,5,0,0,27,0,29,0,0,8,9,7,11,6,10,16,17,13,14,15,0,22,0,0,0,0,21,0,0,32,35,33,31
0,25,26,27,0,28,12,15,14,17,13,0,32,33,31,35,30,34,0,5,0,0,0,0,10,0,7,8,6,9,0,18,20,23,21,19
18,19,20,21,23,0,6,9,8,11,0,0,0,27,25,29,24,28,34,35,31,32,33,30,0,0,1,0,36,3,16,0,14,17,15,13
12,0,14,15,17,16,0,3,0,0,0,4,20,21,19,0,0,0,28,29,25,26,27,24,0,35,0,32,30,0,0,0,8,0,9,7
