41,35,0,36,0,37,0,0,54,0,0,58,0,0,51,55,0,64,60,2,63,59,61,62,3,0,0,6,7,0,9,0,21,23,25,19,0,26,22,24,31,0,27,0,34,29,0,0,0,18,16,13,0,15,14,12,44,0,50,0,46,0,49,48
0,11,15,12,0,13,18,16,30,28,0,34,33,32,27,0,41,0,36,42,39,0,0,38,43,0,45,46,47,0,0,50,61,63,1,0,0,2,62,64,7,8,3,6,10,5,9,4,51,58,56,53,57,0,54,0,20,19,26,21,0,0,25,24
0,3,0,4,6,5,10,0,22,20,0,26,0,0,0,23,33,0,28,34,0,27,29,30,35,36,37,38,39,40,41,42,53,55,57,51,52,0,0,56,63,64,59,62,2,61,0,60,43,50,48,45,49,0,0,44,12,11,18,0,0,15,17,16
1,59,63,0,0,61,2,64,14,12,13,18,17,0,11,15,25,24,0,26,0,19,21,22,0,0,0,30,31,32,33,0,0,47,49,43,44,50,0,48,55,56,0,54,0,53,57,52,35,42,40,37,41,0,38,36,4,3,10,0,6,7,9,8
0,43,47,0,46,45,0,48,0,60,61,2,1,64,59,63,9,8,4,0,7,3,5,6,11,12,13,0,15,16,17,18,29,31,33,0,28,34,0,32,39,40,35,38,42,37,0,36,0,26,24,21,25,0,22,0,52,51,0,53,0,55,0,56
0,51,55,52,0,53,0,56,6,4,5,10,9,8,3,7,17,16,12,18,15,11,13,14,0,20,21,22,0,24,25,26,37,39,0,35,36,42,38,40,0,48,43,46,50,45,49,44,27,34,32,29,33,31,30,28,60,0,2,0,62,0,0,64
33,0,31,28,30,29,0,0,46,0,45,50,49,48,43,0,57,56,52,58,0,0,53,0,59,60,61,62,63,64,0,2,13,15,17,11,0,18,14,16,23,24,0,0,26,0,25,20,3,0,8,5,9,7,0,0,0,35,42,37,38,39,0,40
25,19,0,20,0,21,26,24,38,36,37,42,41,40,35,39,49,0,44,0,47,43,45,46,51,0,0,54,0,0,0,58,5,0,0,3,4,10,6,0,0,0,11,14,18,13,17,12,59,2,64,61,0,63,62,60,0,27,34,0,30,31,33,32
4,62,2,63,1,64,5,0,17,15,0,21,20,0,14,0,28,27,23,0,26,0,24,25,30,31,32,33,0,35,36,37,48,50,52,46,47,53,49,51,0,59,54,57,0,56,60,55,38,45,43,40,0,42,41,0,0,6,0,8,9,0,0,0
60,0,0,0,57,56,61,59,0,7,8,13,12,0,6,10,20,0,15,0,18,14,0,0,22,23,24,25,26,0,28,29,40,0,0,38,39,45,41,43,50,51,46,0,53,48,52,0,30,37,35,32,0,34,33,0,0,62,5,0,1,0,4,3
0,46,0,47,0,48,0,51,1,63,0,0,4,0,62,2,12,11,7,13,10,0,8,9,14,15,16,17,18,0,0,21,32,34,36,0,31,37,33,35,0,0,38,41,45,0,44,39,22,29,27,0,28,26,0,23,55,54,0,0,0,0,60,59
44,0,42,39,41,0,0,43,57,55,56,0,60,59,54,58,4,3,63,5,0,62,64,1,0,0,0,9,0,11,12,13,0,26,28,22,23,29,25,27,0,0,30,0,0,32,36,31,14,21,19,16,20,0,17,15,47,0,53,0,0,0,0,0
36,30,34,31,33,32,0,35,49,47,0,0,52,0,46,50,60,59,0,61,58,0,56,0,62,63,0,1,2,3,4,5,16,0,20,14,0,21,17,0,26,27,22,0,29,0,28,23,0,0,11,8,12,10,9,7,0,38,45,0,41,0,44,43
28,22,26,23,25,24,29,0,41,0,40,45,44,0,0,0,52,51,47,53,0,0,48,49,54,55,56,0,58,59,60,61,8,10,12,6,0,13,0,11,0,0,14,17,21,0,20,15,62,5,0,64,4,2,1,0,31,0,0,0,33,34,0,35
0,0,0,15,17,16,21,19,0,31,32,37,36,0,30,34,0,0,39,45,42,38,40,0,46,47,48,0,50,51,0,0,64,2,4,62,0,5,0,3,10,11,6,9,13,8,12,7,54,61,0,56,60,0,57,55,0,22,0,24,0,26,0,0
12,6,10,0,9,0,13,11,25,0,24,0,28,0,22,26,36,0,31,37,34,30,32,33,38,39,40,41,42,43,44,45,56,58,60,54,55,0,57,59,2,3,62,1,5,0,0,63,46,53,0,48,52,0,49,47,15,14,21,16,0,18,20,0
0,0,44,41,43,42,0,45,59,57,58,63,0,61,56,60,6,5,0,7,4,0,0,3,0,0,10,11,12,13,14,15,0,28,0,24,25,0,27,29,36,37,0,35,39,34,38,33,16,0,21,0,22,20,19,17,0,48,55,50,51,52,0,53
62,56,60,57,59,0,63,61,11,9,10,15,14,0,8,12,22,21,17,0,20,16,18,19,24,0,26,27,28,0,0,31,0,0,46,40,41,47,43,45,52,53,0,51,0,50,54,0,32,39,37,34,38,36,0,0,1,64,7,2,3,4,0,5
0,48,52,49,0,50,55,0,3,0,2,0,6,5,0,4,14,13,0,0,12,8,0,11,0,17,0,19,20,0,22,23,34,36,38,0,0,39,0,37,44,45,40,0,0,42,46,41,0,31,29,26,30,28,27,25,0,0,63,0,59,60,62,61
0,0,28,25,0,26,31,29,43,0,42,47,46,45,40,44,0,0,0,55,52,48,50,51,56,57,58,59,60,0,0,63,10,12,14,0,9,15,11,13,20,21,0,19,0,18,22,17,0,7,5,0,6,4,0,1,33,32,39,0,35,0,38,37
14,0,12,9,11,0,0,13,27,25,0,31,0,0,24,28,0,37,33,0,36,0,0,35,40,41,42,43,44,45,46,47,0,60,62,56,57,63,0,0,4,0,64,3,0,2,0,0,0,0,0,0,54,52,51,49,17,16,23,0,19,20,22,21
0,16,20,17,19,18,23,0,35,33,34,39,38,37,32,36,46,45,41,0,0,0,0,43,48,49,0,51,52,53,54,0,0,4,0,64,1,0,3,0,0,13,8,11,15,10,0,9,56,0,61,58,0,60,0,57,25,24,0,0,0,0,30,29
0,32,36,0,35,0,39,37,51,0,50,0,54,53,0,0,62,0,57,0,60,0,0,59,0,1,0,3,4,5,6,7,18,0,22,0,17,23,19,21,28,29,24,27,0,26,30,25,8,15,13,10,14,12,0,9,41,40,0,42,43,44,46,45
6,0,4,0,0,0,0,5,19,17,18,0,22,0,16,0,0,0,25,31,28,24,26,27,32,0,34,35,36,0,38,39,0,52,54,0,0,0,0,0,60,0,0,59,63,58,62,0,40,47,45,42,0,44,43,0,9,8,15,0,11,12,14,13
0,0,37,34,36,35,40,38,52,50,51,0,55,0,49,0,63,62,58,64,61,57,59,60,1,2,0,4,5,0,0,8,0,21,0,17,18,24,0,22,0,30,25,28,32,27,31,26,0,0,0,11,15,13,12,10,42,41,48,43,44,45,47,46
23,17,21,18,20,19,24,22,36,34,0,40,39,38,33,0,47,46,0,0,45,41,43,44,49,50,51,0,53,0,55,56,0,5,0,0,0,0,4,0,13,14,9,12,16,11,0,0,57,64,0,59,63,61,60,58,0,0,32,27,28,0,0,30
15,9,13,0,12,11,16,14,28,26,0,0,31,30,25,0,39,0,0,40,37,0,35,0,41,42,0,0,45,0,0,48,0,61,63,0,58,0,60,62,5,0,0,0,8,3,7,2,49,56,54,0,55,53,52,50,18,0,24,19,20,21,23,22
55,0,53,50,52,51,0,54,4,2,0,8,0,6,1,5,15,14,10,16,0,9,11,0,17,0,19,20,0,22,23,0,35,0,0,33,0,40,36,38,45,46,0,0,0,43,47,0,25,0,30,27,31,29,28,26,58,57,0,0,60,0,0,0
63,57,61,0,60,59,64,62,12,0,11,0,15,14,9,13,0,0,18,0,21,17,0,20,25,26,27,28,0,30,0,32,43,45,47,41,0,48,44,46,0,54,49,52,0,51,0,50,33,40,0,35,39,37,36,0,2,1,0,3,4,5,7,0
0,1,5,2,4,0,8,6,20,18,0,24,0,22,17,0,31,0,26,32,29,25,27,0,33,0,35,36,37,38,39,40,51,53,55,0,50,56,0,54,61,62,57,60,64,59,0,58,41,48,46,43,47,0,44,42,10,9,16,0,0,13,15,14
47,0,45,42,44,43,48,0,60,58,0,64,0,62,57,61,0,6,2,8,5,0,3,4,9,0,11,0,13,14,15,16,27,29,31,25,26,32,0,30,0,38,33,0,40,35,0,34,17,0,22,0,23,21,0,18,0,49,0,0,52,53,55,0
31,25,29,26,0,0,32,0,44,42,43,0,47,46,41,45,55,54,50,0,53,49,0,52,57,0,59,0,61,62,0,64,0,0,15,9,10,16,12,0,0,22,17,20,0,19,23,0,1,8,6,3,0,5,4,0,0,33,40,35,36,0,0,0
0,13,17,14,16,15,20,18,0,0,0,36,0,0,29,33,43,42,38,44,0,37,39,40,45,0,0,0,0,50,51,52,63,1,0,61,62,0,64,2,9,10,5,8,12,7,0,6,53,60,0,0,59,0,0,54,22,21,28,23,24,25,27,26
51,45,49,46,0,0,0,50,64,62,63,4,3,0,0,1,0,0,0,12,9,0,7,0,13,14,15,0,17,0,19,20,31,33,35,29,30,36,32,34,41,42,37,40,44,0,43,38,21,28,26,23,27,25,24,22,54,53,60,55,56,57,59,58
