0,34,31,0,0,32,28,24,26,0,29,0,9,8,0,0,0,0,4,0,1,36,5,3,18,20,23,22,0,21,0,15,17,0,16,14
18,22,19,21,0,0,16,0,14,15,0,13,0,0,35,30,31,0,0,26,25,24,29,27,0,0,11,0,7,0,0,3,5,0,4,2
0,0,1,0,5,2,0,30,0,33,0,0,15,14,17,0,0,16,10,8,7,6,11,9,24,0,29,28,0,27,0,0,23,19,0,20
12,0,13,0,17,14,10,6,8,9,11,0,0,0,0,24,25,28,0,0,19,0,23,0,36,0,0,4,0,3,0,33,0,0,0,32
24,28,25,27,29,26,22,18,0,21,0,19,0,0,5,36,1,0,34,32,31,0,0,0,12,14,17,16,13,15,0,9,0,0,10,8
6,10,7,0,0,8,4,36,0,3,5,1,21,20,0,18,0,0,0,14,13,0,17,15,30,32,0,34,31,33,24,27,29,0,28,0
13,0,14,0,0,15,11,0,9,0,12,0,0,0,0,0,0,0,23,21,0,0,24,0,1,3,0,0,2,4,31,34,36,32,35,33
0,0,26,0,30,0,0,19,0,0,24,20,0,3,6,0,2,0,35,33,32,31,36,0,13,0,0,0,0,0,7,10,0,8,11,9
7,0,8,10,12,9,0,1,3,4,6,0,0,0,0,19,0,23,17,0,14,13,18,16,0,0,0,0,32,34,0,28,30,26,0,27
0,35,0,34,36,0,0,25,27,0,30,26,10,9,12,7,8,11,5,0,2,1,6,4,0,0,24,0,20,22,13,16,18,0,17,0
1,5,2,4,0,3,35,31,0,34,36,32,16,0,18,0,14,0,11,9,0,7,0,10,25,0,0,29,0,28,0,22,0,20,0,21
19,23,20,0,24,0,17,13,0,0,0,0,34,33,0,31,32,35,29,27,0,25,0,0,0,9,0,0,8,0,0,4,6,2,0,3
0,12,9,11,13,10,6,2,4,0,7,0,23,0,25,20,21,0,18,16,15,14,19,17,32,0,1,36,0,0,26,29,31,0,0,0
32,36,33,35,1,34,0,26,0,29,0,27,0,10,13,0,9,0,6,0,0,0,7,0,20,0,0,24,21,23,14,17,19,15,0,0
14,18,15,17,19,16,0,8,10,11,13,0,29,28,31,26,27,0,24,22,21,20,25,23,2,4,0,0,0,5,0,0,1,0,0,34
2,0,3,5,0,4,36,32,34,35,1,33,17,16,19,14,0,0,0,10,0,8,13,11,26,28,31,30,27,0,20,23,0,0,24,22
26,30,0,29,31,28,24,20,22,0,25,21,0,0,7,2,0,6,0,0,33,32,1,35,14,16,0,0,0,0,0,0,0,9,12,10
0,0,0,0,0,22,18,14,16,0,19,15,35,34,1,32,33,0,0,0,27,0,0,29,0,0,13,0,9,11,2,5,0,3,0,4
0,25,22,24,26,23,19,15,17,0,20,16,36,35,2,33,0,1,31,29,0,0,0,30,0,0,0,0,0,0,3,0,8,0,7,5
15,19,16,0,20,0,0,9,0,0,0,10,0,0,32,27,28,0,0,23,0,0,0,24,0,0,8,7,0,6,33,36,2,34,1,35
33,0,34,36,2,0,31,27,0,30,32,28,0,11,14,9,0,0,7,0,4,3,8,0,0,0,26,25,0,24,0,18,20,0,0,17
0,31,28,30,0,29,0,0,23,0,0,0,6,5,8,0,0,7,1,0,34,0,2,36,15,17,20,19,16,0,9,0,14,10,13,0
9,13,10,12,14,0,0,0,5,0,8,4,24,23,26,21,22,25,19,0,16,15,0,0,0,35,2,0,34,0,27,0,0,28,31,29
3,7,0,6,8,5,1,0,35,0,0,0,18,17,0,0,0,19,13,0,10,0,0,12,0,29,0,31,28,30,21,0,26,22,25,23
4,8,5,7,9,6,2,34,0,1,3,35,0,0,0,0,0,20,0,0,0,0,15,13,28,30,33,32,29,0,22,0,0,23,0,24
28,0,29,31,33,30,26,22,24,25,27,0,7,6,9,0,5,0,0,0,0,34,0,1,16,18,21,20,0,0,10,13,15,0,14,0
10,14,0,13,15,12,8,4,6,7,0,0,0,24,27,22,0,0,20,18,17,16,0,0,34,36,3,2,35,1,0,0,0,29,0,30
0,2,0,0,3,0,0,0,30,0,33,0,13,0,15,10,0,0,8,0,5,4,9,7,22,24,27,0,23,25,0,0,21,17,20,18
22,26,0,25,0,0,20,16,0,19,21,0,1,0,0,34,35,2,32,30,29,0,33,31,0,12,15,14,0,13,4,0,0,0,8,6
16,20,17,19,21,18,0,10,12,0,0,0,31,30,33,0,0,0,26,24,23,22,27,25,0,6,0,0,5,7,34,1,0,35,0,36
35,3,36,2,0,1,33,0,31,32,34,30,14,13,0,11,0,15,0,0,6,5,10,8,0,25,28,27,0,26,17,20,0,18,0,19
0,21,18,20,22,19,15,11,13,14,16,12,0,31,34,29,30,33,0,25,0,0,0,26,5,0,10,9,0,8,35,2,4,36,3,1
0,15,12,14,16,13,0,5,7,0,10,6,26,25,28,0,24,0,21,0,0,17,0,20,35,1,4,3,36,2,0,0,0,0,0,0
23,27,24,0,28,25,0,17,19,0,0,18,0,1,4,0,36,3,0,31,30,29,34,0,11,13,16,15,12,0,5,8,10,6,9,0
29,0,0,0,34,31,27,23,25,26,0,24,8,7,10,5,6,9,3,0,36,35,4,2,0,19,0,0,0,0,11,14,16,12,15,0
5,9,6,8,10,7,3,0,0,2,4,36,20,0,0,0,0,21,15,13,0,0,0,14,0,31,34,0,30,32,23,0,0,24,27,25
