0,34,28,32,30,31,26,27,29,7,1,5,3,0,81,4,2,6,0,0,19,0,22,23,0,25,17,59,54,61,53,58,0,0,56,0,8,9,10,12,0,0,13,11,15,0,0,73,72,71,74,78,0,77,66,65,63,69,0,0,64,68,67,46,47,0,51,45,0,48,44,52,37,39,0,40,0,43,38,0,35
69,70,64,68,66,0,62,0,65,43,37,41,39,35,0,40,38,42,0,60,0,0,58,59,57,61,0,0,9,16,8,13,0,10,11,0,44,45,0,48,52,50,49,47,51,30,31,28,0,26,29,33,34,0,0,0,18,24,25,17,0,0,22,1,0,0,0,81,4,0,80,7,73,0,0,76,0,79,74,0,71
42,43,37,41,39,40,35,36,38,16,10,14,0,8,9,13,11,15,29,0,0,27,31,32,30,34,0,68,63,0,62,67,69,0,65,66,0,18,0,21,25,23,22,20,24,0,4,1,81,0,2,6,7,5,75,74,72,78,0,71,73,77,0,0,56,0,0,54,0,57,53,61,0,0,0,49,50,52,47,0,44
0,52,46,50,0,49,0,0,47,25,19,23,21,0,18,22,20,24,38,42,37,36,40,41,39,43,0,77,72,79,71,76,78,0,0,75,26,27,28,0,34,32,31,0,33,12,13,10,0,8,11,0,0,0,3,0,81,6,7,80,1,5,0,64,0,68,0,63,0,66,62,70,55,57,0,58,59,0,0,60,53
15,16,0,14,0,13,8,9,11,70,64,68,66,0,63,0,65,69,0,6,1,81,4,0,3,7,0,41,0,43,0,0,42,37,38,39,0,72,0,75,79,77,0,74,0,0,58,0,0,53,56,60,61,59,48,47,45,51,0,44,46,0,49,28,29,0,33,0,31,30,26,34,19,0,18,0,23,25,20,24,17
0,25,19,23,21,22,17,0,20,79,73,77,75,71,0,76,74,78,0,15,0,9,0,14,0,16,0,50,45,52,0,0,51,46,0,0,80,81,1,0,7,0,0,0,6,0,0,0,0,62,0,69,70,68,57,56,0,60,61,53,55,59,58,0,38,0,42,36,0,39,35,0,28,0,27,0,0,0,29,0,26
60,61,0,59,57,0,0,54,0,34,28,32,30,26,27,31,29,33,47,51,46,45,49,50,0,0,44,5,81,7,80,4,6,0,2,3,35,36,37,39,0,41,40,38,0,21,22,19,18,17,20,0,25,23,12,11,0,15,16,8,10,14,13,73,74,77,78,0,0,75,0,0,64,66,0,67,68,0,65,69,0
6,0,1,5,3,4,0,81,2,61,0,59,57,53,54,58,56,0,74,0,0,0,0,77,0,0,71,32,0,34,26,31,33,28,29,0,0,63,0,0,70,68,67,65,69,0,49,46,45,44,47,0,52,50,39,38,36,42,0,0,37,41,40,19,20,0,24,18,22,21,0,25,10,12,9,13,14,0,11,15,8
0,79,0,77,75,0,71,72,74,0,46,50,48,44,45,49,47,51,0,69,64,63,67,68,0,70,0,23,0,25,17,0,24,0,20,0,53,0,55,0,0,59,58,56,60,0,0,0,0,35,38,42,0,0,30,29,0,33,34,0,28,0,0,10,11,0,15,9,0,12,0,16,1,3,81,4,0,0,2,6,0
77,78,72,0,0,75,70,71,73,51,0,0,0,0,44,48,46,50,64,0,0,62,66,67,65,0,61,0,17,24,16,21,0,18,0,20,0,53,54,56,60,0,0,55,59,38,39,0,35,34,37,41,42,40,29,28,0,32,33,25,27,31,0,0,0,0,14,8,12,11,7,15,81,2,80,3,4,0,1,0,79
23,24,0,22,20,21,0,0,19,78,72,76,74,70,0,0,73,77,10,14,9,8,12,13,0,15,0,49,0,0,43,48,0,45,0,47,79,80,0,2,0,0,3,0,5,65,0,63,62,61,0,68,0,67,56,55,0,59,60,0,54,58,57,36,37,0,41,35,39,38,34,42,0,29,0,30,31,0,28,32,25
50,0,45,49,47,48,43,44,46,24,0,0,0,0,17,0,19,23,37,0,36,35,39,40,0,42,34,76,71,0,70,0,0,0,0,74,25,0,27,0,33,0,30,28,32,11,12,0,0,7,10,14,15,0,2,1,0,5,6,79,81,4,0,63,64,67,68,62,0,0,0,69,54,56,0,57,0,0,55,59,52
14,15,0,13,11,12,7,8,10,69,63,67,0,61,62,66,64,68,1,5,81,0,3,4,2,6,79,40,35,0,34,0,0,0,37,0,70,71,72,74,0,0,75,73,77,0,57,0,53,52,0,59,0,58,47,46,44,50,51,43,45,49,48,27,28,0,32,26,0,0,25,0,18,20,17,21,22,24,19,23,16
59,0,54,58,56,57,52,0,55,33,0,31,29,25,0,0,28,32,0,50,45,44,48,49,47,51,43,4,80,6,79,3,5,81,1,2,34,35,36,38,42,40,39,37,41,0,21,18,0,16,19,0,24,22,11,10,0,0,0,7,9,13,0,72,0,0,0,71,0,74,70,0,63,65,62,66,0,0,64,0,61
68,69,63,67,0,0,0,62,64,42,0,0,0,34,35,0,37,41,55,0,0,53,57,58,56,60,0,0,0,0,7,12,0,9,0,11,43,44,45,0,51,0,48,46,50,29,0,27,0,25,0,32,0,0,20,0,0,23,24,16,18,22,21,81,0,0,0,80,3,2,79,0,0,74,71,75,76,78,73,77,70
5,6,0,4,2,3,79,0,0,60,54,58,56,52,0,57,55,59,0,0,72,71,75,0,74,78,70,31,0,33,25,30,32,0,28,29,61,0,63,65,69,67,66,0,68,0,0,0,44,43,46,0,51,49,38,37,0,41,42,0,36,40,39,0,19,0,0,0,21,20,16,24,0,11,0,12,0,0,10,0,0
41,42,36,40,38,39,34,0,0,15,9,13,11,7,0,12,0,14,28,32,27,26,30,0,29,0,25,67,0,69,0,66,68,0,64,65,16,17,0,20,24,0,21,0,23,0,0,81,80,79,1,5,6,4,74,73,0,0,78,70,0,76,75,0,55,58,0,53,0,56,52,60,0,0,0,0,0,51,46,0,0
0,33,27,0,29,30,0,26,0,6,0,0,2,79,0,3,1,5,0,23,0,0,21,22,20,24,16,0,0,0,52,57,59,54,55,0,7,8,0,0,15,13,12,10,14,0,75,0,71,0,73,77,78,76,65,0,62,68,69,61,63,67,66,45,46,49,50,44,48,47,0,51,0,0,35,39,0,42,37,0,34
25,26,20,24,0,23,0,19,21,80,74,0,76,72,0,77,0,79,12,16,11,10,14,15,13,0,9,0,46,53,45,50,52,47,48,49,81,1,0,0,8,6,0,0,7,67,68,65,64,0,0,0,71,0,58,0,0,0,62,54,0,0,59,38,0,42,43,37,41,40,36,44,29,31,0,32,33,35,30,34,27
