0,0,54,57,53,0,52,0,1,62,0,0,3,0,0,60,31,0,0,35,33,32,28,29,15,13,0,18,12,17,16,19,0,10,7,4,6,5,0,8,20,23,25,26,24,21,0,22,38,40,0,37,42,43,41,39,0,0,0,50,44,46,51,45
0,16,0,17,13,0,12,19,25,22,26,21,27,23,24,20,55,58,0,59,57,0,52,53,39,0,38,42,0,41,40,0,0,34,0,28,0,0,35,32,44,47,49,0,48,45,51,46,0,64,60,61,0,3,1,0,0,7,8,10,0,6,11,5
26,24,22,0,21,23,20,27,33,30,0,0,0,31,32,28,63,2,0,0,1,64,60,61,47,0,46,50,44,0,48,51,41,42,0,0,38,37,43,40,52,55,57,58,0,53,59,54,6,8,0,5,10,0,9,7,17,0,16,18,12,14,19,13
34,0,30,33,0,31,28,0,41,38,0,37,43,39,40,36,0,0,0,11,9,8,4,5,0,53,0,58,52,0,56,59,49,0,47,0,0,0,51,48,0,63,0,2,64,61,3,62,0,0,12,13,18,0,0,15,25,23,24,26,20,22,27,0
50,48,46,0,45,47,44,51,57,0,0,53,59,55,56,0,23,26,0,27,25,0,20,0,0,5,6,10,0,9,8,11,1,2,0,60,0,61,3,64,12,15,17,18,0,13,19,14,30,32,28,0,34,0,33,31,41,39,40,0,36,38,43,37
2,64,62,1,61,0,60,0,0,6,10,0,0,0,8,4,39,42,38,0,41,0,0,0,23,0,22,26,20,0,24,27,17,18,15,0,14,13,19,0,28,31,33,34,32,29,35,0,0,48,0,45,50,51,49,0,57,55,0,58,0,0,59,0
0,40,38,41,37,39,0,43,49,46,50,45,0,47,48,44,0,18,0,19,17,16,12,0,63,61,62,0,0,1,0,0,57,58,55,52,54,0,59,56,4,7,0,10,8,5,11,6,0,24,20,21,26,27,0,23,0,0,0,0,28,30,35,29
10,0,6,9,5,0,4,11,17,14,18,13,19,15,16,12,0,0,46,51,49,48,0,0,31,29,30,34,28,33,32,0,25,26,0,20,22,0,27,0,36,0,41,0,40,37,43,38,54,56,52,53,0,59,57,55,1,63,64,2,0,0,3,61
9,7,5,0,4,0,3,10,16,13,0,12,18,14,15,0,46,0,45,0,48,47,43,44,30,28,0,33,27,0,31,34,24,25,22,0,0,0,0,23,35,38,40,41,39,36,42,37,0,55,0,52,0,58,0,54,0,62,63,0,59,0,0,60
17,15,13,16,0,14,11,18,24,21,0,20,26,22,23,19,0,57,0,58,56,55,0,52,0,36,0,41,0,40,39,42,0,33,0,0,0,28,34,31,43,46,48,49,47,44,0,45,0,63,0,60,0,2,64,62,8,0,7,9,3,0,0,0
33,0,29,32,0,0,0,0,40,37,0,36,42,38,39,35,6,9,0,10,8,7,0,0,0,52,53,0,0,56,55,0,48,49,0,43,45,0,0,47,59,62,64,0,0,60,2,61,13,15,11,12,17,0,16,0,24,0,23,0,0,21,26,20
25,23,21,24,0,0,0,26,32,29,33,0,0,30,31,27,62,1,0,0,64,63,59,0,46,44,45,49,0,0,0,0,40,41,0,35,37,0,42,0,0,54,0,0,55,52,58,53,0,7,0,4,0,10,8,0,0,14,15,17,11,13,18,12
0,39,37,40,0,38,35,42,48,45,49,0,50,0,47,43,14,17,13,18,0,15,11,12,62,60,61,0,0,0,63,0,0,57,0,51,0,52,58,55,3,6,8,9,7,0,10,5,0,0,19,20,25,0,24,22,0,30,0,33,0,29,0,28
57,55,53,0,52,54,51,58,64,61,1,60,2,0,0,59,0,33,29,0,0,31,27,28,14,12,0,17,0,16,0,0,8,9,6,3,5,4,10,7,19,0,24,25,23,20,26,21,0,39,35,0,41,42,40,0,48,46,0,49,0,45,50,44
49,47,45,48,44,46,43,50,0,53,0,0,58,0,0,51,22,0,0,26,24,0,19,0,6,0,5,0,0,8,7,10,64,0,0,59,0,0,2,63,11,14,16,17,0,12,18,13,29,31,27,28,33,34,32,30,40,38,0,41,35,37,42,36
1,63,61,64,60,0,0,2,0,5,9,4,10,6,7,0,38,41,37,42,40,0,0,36,0,20,21,25,19,24,23,0,16,17,0,11,13,12,18,0,27,30,32,33,31,0,0,29,45,47,43,44,49,50,48,46,56,54,55,57,51,53,0,52
3,1,0,2,0,64,0,0,10,7,0,6,12,0,9,0,0,0,39,0,0,41,37,38,24,22,23,0,0,26,0,28,18,19,16,0,0,14,20,17,29,0,34,35,0,30,36,31,0,49,45,0,51,52,50,48,58,56,57,59,53,55,0,54
